FunctionID_f,AvgServiceTimeMillisec,Invocations30Days
5592,12051,27
5593,1,1440
5594,16,2
5595,1271,7
5596,73,1435
5597,116,1440
5598,104,2227
5599,3312,37
5600,1000,1
5601,2069,9
5602,10,1
5603,3352,1
5604,112,96
5605,467,31
5606,35,96
5607,2499,4
5608,1326,1
5609,1095,2
5610,452,22323
5611,16841,18
5612,95,8626
5613,1226,1005
5614,4882,1
5615,894,8626
5616,119,273
5617,600334,96
5618,1005,3
5619,19319,1
5620,3062,1
5621,52,2
5622,1495,288
5623,1339,1
5624,135,5734
5625,78,1
5626,1646,1
5627,1,1
5628,145,3
5629,120,1440
5630,5894,288
5631,3,1222501
5632,3944,2
5633,80,849
5634,1002,1
5635,1135,26
5636,137,144
5637,381,1
5638,14,2
5639,120667,12
5640,1211,5
5641,2800,7
5642,3114,24
5643,2235,1
5644,2281,1
5645,2305,4605
5646,20,1440
5647,106,480
5648,10879,3
5649,2395,288
5650,1187,2
5651,117,46
5652,16675,33
5653,23508,5
5654,1443,1
5655,3117,1
5656,1128,67
5657,2751,288
5658,16,1
5659,36911,1
5660,1080,1
5661,184,1440
5662,110719,1
5663,1199,153
5664,62,1
5665,600104,24
5666,64,17407
5667,107995,90
5668,3149,4
5669,5483,2
5670,132,1
5671,1941,1
5672,129,56
5673,2420,1
5674,16997,5
5675,1,1
5676,19,5
5677,128,2738
5678,659,480
5679,1015,1
5680,107764,1
5681,106,96
5682,203,84
5683,115,2
5684,1120,3
5685,54,1
5686,3135,1
5687,38,288
5688,266,649
5689,9,1
5690,1077,7
5691,16,25
5692,25,10796
5693,409,96
5694,1022,288
5695,177,144
5696,1622,2
5697,6674,24
5698,11696,1440
5699,1913,5
5700,13,4320
5701,22,96
5702,1,11475
5703,118,1440
5704,9239,15
5705,1030,1
5706,1008,1
5707,1398,22
5708,271299,1
5709,17479,24
5710,1936,144
5711,10,7
5712,1,1
5713,1,288
5714,125,2
5715,280,72
5716,1177,1
5717,1055,15
5718,152,8
5719,1221,288
5720,12448,1
5721,370,144
5722,121,897
5723,647,33457
5724,26169,1
5725,109,1
5726,1121,2771
5727,661,8
5728,195,23016
5729,29887,1440
5730,1986,1440
5731,280,20
5732,1805,1440
5733,438,1
5734,273169,4
5735,21,2
5736,14081,48
5737,26,4
5738,1,1425
5739,1,288
5740,2348,3
5741,313,1
5742,475,1
5743,203,27204
5744,27,3
5745,1,288
5746,1972,5
5747,20,24
5748,29,1
5749,1192,2
5750,479,83
5751,7,720
5752,235,17
5753,292,17
5754,4121,24
5755,106,64563
5756,28,2
5757,14197,22107
5758,1132,1
5759,1130,1
5760,106,23
5761,1595,24
5762,1517,28
5763,6904,1
5764,29,1
5765,1027,1
5766,1258,1
5767,937,1
5768,180,1440
5769,198,143
5770,130,1440
5771,7962,1
5772,1,288
5773,1051,8
5774,496,288
5775,106856,1
5776,6506,1
5777,127,1
5778,1016,24
5779,1,288
5780,148,2879
5781,10,1
5782,169,21314
5783,907,1455
5784,3621,16
5785,1033,720
5786,117,9
5787,14229,4
5788,1,1581
5789,276,287
5790,10509,1
5791,3843,1
5792,154,1439
5793,1,288
5794,135,11627
5795,40,17306
5796,1595,1
5797,584,288
5798,3377,133
5799,15,1
5800,1287,42
5801,8593,1
5802,1130,18
5803,56806,1
5804,13,1
5805,343,1
5806,600616,1
5807,1116,722
5808,177,1
5809,1,1
5810,133,21
5811,2124,15
5812,21750,1
5813,492,1439
5814,2463,19
5815,218,1
5816,7491,1
5817,1971,12
5818,377,181
5819,579,342
5820,14,16
5821,2708,70
5822,806,674
5823,12851,287
5824,260,1
5825,119,140
5826,1067,1
5827,107,42
5828,1086,1
5829,1121,3
5830,1058,4
5831,139,26
5832,14,288
5833,26,1
5834,11,17233
5835,1639,42
5836,1286,12
5837,4022,288
5838,16,1440
5839,1311,2880
5840,170,10473
5841,1,8
5842,1,11
5843,1003,1
5844,2400,84
5845,143922,3
5846,10374,3575
5847,11578,1
5848,16036,2
5849,20589,54
5850,1175,1098
5851,11661,33
5852,1147,1
5853,25,2
5854,1,1
5855,1,1
5856,2080,7
5857,15,1
5858,193,288
5859,203,288
5860,25,2
5861,1469,45
5862,65,288
5863,10028,16
5864,15196,144
5865,12,2737
5866,1031,1
5867,11422,1
5868,1,1
5869,1132,14
5870,1193,48
5871,2664,106
5872,3,288
5873,113571,1
5874,1017,7
5875,10,3
5876,10550,96
5877,1672,144
5878,1,2
5879,1,1440
5880,15587,3
5881,1017,1
5882,20,17280
5883,14804,1
5884,1906,1440
5885,92426,1
5886,16,288
5887,117,288
5888,103161,1
5889,3,288
5890,763,285
5891,1,18
5892,1,1440
5893,4980,18
5894,3470,34
5895,5921,8
5896,1233,1440
5897,104,572
5898,112,1440
5899,127,68
5900,2283,21
5901,11626,1
5902,64,1
5903,146,207
5904,1508,5
5905,11169,45
5906,24549,50
5907,1081,2
5908,11260,72
5909,16120,193
5910,190488,2
5911,347,111
5912,335017,2
5913,418,5
5914,1275,1
5915,10356,3
5916,2286,1
5917,31,160
5918,23388,1
5919,104,1440
5920,20248,24
5921,1337,1
5922,10984,1
5923,255,4
5924,196,5738
5925,1018,3
5926,25640,4
5927,1026,15
5928,1667,1
5929,35574,1
5930,110,2
5931,1284,1
5932,11472,1
5933,2,168
5934,23286,313
5935,12689,295
5936,643,288
5937,10,1
5938,475,66
5939,11,1440
5940,369,54
5941,42,169
5942,200,12990
5943,254,288
5944,10,510
5945,1,288
5946,28691,1
5947,152,38
5948,3000,23
5949,10,2015
5950,507,1
5951,532,1
5952,190,2
5953,3080,2
5954,2198,6
5955,239,288
5956,104,44
5957,15,4
5958,4454,304
5959,48812,2
5960,16143,7
5961,1084,4
5962,40080,1
5963,1537,1440
5964,801,2
5965,1,1
5966,1173,99
5967,1391,1
5968,101,360
5969,485,1
5970,11486,96
5971,187,722
5972,715,17242
5973,11802,6
5974,93816,2595
5975,11692,2
5976,3431,1
5977,1316,1
5978,1485,4
5979,1119,49
5980,4316,60
5981,10314,17
5982,423,18
5983,1,1
5984,215,7802
5985,1039,386
5986,114,3
5987,12,1
5988,117,7
5989,74,1021
5990,11027,24
5991,10039,44
5992,451,8
5993,980,140
5994,941,1
5995,200,1440
5996,207,288
5997,223,288
5998,10,326
5999,12,1
6000,191,171
6001,561,1
6002,288,2
6003,1077,1
6004,113,280
6005,1,11524
6006,1,1440
6007,422,288
6008,2134,51
6009,27800,1
6010,34,23971
6011,50,1440
6012,499,288
6013,118,1
6014,16,1961
6015,4886,1
6016,11445,1
6017,115,288
6018,12774,17
6019,3732,96
6020,11818,1
6021,186,96
6022,11359,9
6023,819,3
6024,947,1
6025,1406,1
6026,1025,7
6027,87,4
6028,1604,1
6029,1,360
6030,1063,258
6031,1,1321
6032,1175,1
6033,1031,1
6034,183,1440
6035,184,2880
6036,89122,48
6037,26404,2
6038,129,2857
6039,1687,2
6040,1,1
6041,36,3
6042,316,96
6043,1081,288
6044,1333,1
6045,118,4
6046,1,2
6047,15,805077
6048,102002,48
6049,2157,144
6050,1105,6
6051,1012,1
6052,1493,44
6053,252737,289
6054,1241,48
6055,1165,7
6056,1391,1
6057,125,1
6058,5027,289
6059,15125,2880
6060,59,1440
6061,200,12
6062,4255,1
6063,735,2
6064,43120,30
6065,9722,1
6066,1933,1
6067,1452,811
6068,6441,111
6069,106,309
6070,101,1440
6071,29109,1
6072,1176,1
6073,17,1
6074,240,978
6075,495,19
6076,1088,8880
6077,944,3
6078,1321,1
6079,37,1438
6080,159,1
6081,117,1440
6082,13,2
6083,614,2
6084,1077,1
6085,1253,86
6086,2200,410
6087,179,23
6088,124,1440
6089,2102,1440
6090,14653,287
6091,186,1
6092,10,63
6093,1050,633
6094,34,479
6095,11444,1
6096,12748,12
6097,1023,7
6098,12,1
6099,101,96
6100,2751,25
6101,161,1440
6102,321,5
6103,62,18
6104,1099,24
6105,400,480
6106,107,30
6107,112,9
6108,630,288
6109,25,1440
6110,139626,9
6111,3,1232
6112,123,1440
6113,2375,15
6114,37,727
6115,17,2948
6116,1279,1
6117,19,64
6118,10352,7
6119,129,2
6120,119245,48
6121,35,144
6122,188132,1
6123,10280,2
6124,1251,3
6125,3234,1
6126,34287,1163
6127,993,22
6128,787,77
6129,1065,72
6130,300320,288
6131,15,1
6132,10085,1
6133,9314,7
6134,1993,1
6135,1635,48
6136,1,390
6137,2777,24
6138,2424,1
6139,1472,144
6140,1,2756
6141,300367,24
6142,1,1440
6143,104,766443
6144,131,1
6145,11241,2
6146,1061,1
6147,115952,1
6148,11389,1
6149,2913,288
6150,1086,24
6151,2137,2
6152,177,4
6153,31,288
6154,1005,7
6155,5065,288
6156,35595,4
6157,1473,18
6158,34647,1
6159,10,2812
6160,15,2
6161,26305,288
6162,111,1317
6163,3,2879
6164,2571,2
6165,117,24
6166,2126,1
6167,4573,8
6168,300471,270
6169,1613,30
6170,18040,24
6171,2,288
6172,173,12
6173,3148,1
6174,6891,1
6175,1133,1
6176,13067,2
6177,17,21
6178,1269,2
6179,85,759
6180,2727,1
6181,10617,7
6182,123,199
6183,11878,96
6184,15,4
6185,18,1
6186,1165,1
6187,4291,288
6188,828,1
6189,205,288
6190,4817,8
6191,2937,1
6192,295,288
6193,1391,192
6194,49,7
6195,160,160
6196,6000,2
6197,15,2739
6198,17679,2
6199,22912,2
6200,115,288
6201,35583,56
6202,10097,286
6203,185,48
6204,1000,1440
6205,1,1
6206,376,59
6207,151,1440
6208,21929,1
6209,230,103
6210,4875,1
6211,23390,1
6212,407,2
6213,448,3
6214,579,17
6215,68,1
6216,51,144
6217,1254,1
6218,199,1
6219,1026,289
6220,107,96
6221,27,13
6222,10417,288
6223,300,1440
6224,2241,288
6225,108,2873
6226,1,1
6227,7104,105
6228,13197,24
6229,1,288
6230,1021,2
6231,15,1
6232,300068,1
6233,1758,7
6234,1406,1
6235,310,668
6236,1,1
6237,1,360
6238,10780,46
6239,2689,2
6240,1691,144
6241,10,3
6242,12624,1
6243,41817,33
6244,10370,3
6245,5259,96
6246,1348,1
6247,110,19
6248,3328,480
6249,1772,1
6250,1009,3
6251,1817,1
6252,138324,24
6253,14528,1
6254,158,1440
6255,10514,22
6256,143,288
6257,30,1
6258,135840,4
6259,14,101
6260,601682,1
6261,104,104
6262,17691,1
6263,11,1
6264,1052,1
6265,366,9
6266,2882,2
6267,1385,377
6268,12736,1
6269,109,1
6270,28502,1
6271,10804,2
6272,1029,35
6273,315,24
6274,96,288
6275,13,1
6276,13121,10
6277,103,2933
6278,1,288
6279,117343,1
6280,1793,1
6281,35658,1
6282,1015,6
6283,33,28
6284,301276,1
6285,94122,1
6286,87,24
6287,249,286
6288,225,2
6289,2049,1
6290,13914,1
6291,23,288
6292,1355,288
6293,2652,1
6294,17,1
6295,398,288
6296,18,9
6297,1817,144
6298,1,1
6299,573,4785
6300,564,1440
6301,1523,1
6302,56,21322
6303,13,28
6304,127,39
6305,114303,2
6306,105258,1
6307,13509,1430
6308,6906,24
6309,300369,1
6310,1,1
6311,1243,1440
6312,11845,8
6313,2686,96
6314,356,2437
6315,30,4359
6316,136,480
6317,14,181
6318,467,5
6319,218,1
6320,1001,2
6321,1095,5
6322,1883,1
6323,1388,74
6324,4397,1
6325,107,6
6326,1038,48
6327,1328,1
6328,1462,2
6329,1305,2
6330,25804,72
6331,73,288
6332,108,289
6333,1376,24
6334,109,2
6335,16,1500
6336,1160,5
6337,1472,1
6338,1067,9
6339,1,1
6340,178,288
6341,49,288
6342,2044,3
6343,610,1
6344,1137,1440
6345,1203,1
6346,62,1
6347,33704,288
6348,7,288
6349,1663,213
6350,1,7200
6351,1058,1
6352,11552,45
6353,1127,1
6354,1968,3
6355,3169,92
6356,181,3
6357,32962,293
6358,742,1
6359,144,1440
6360,2332,1
6361,750,1
6362,197,48
6363,5541,1
6364,1869,4
6365,10462,2
6366,4749,96
6367,12225,1
6368,13,1
6369,441,288
6370,1819,31
6371,131766,96
6372,262,96
6373,109,1
6374,163,4
6375,1552,32
6376,1456,20868
6377,82730,1
6378,32613,1
6379,1316,5
6380,11108,6
6381,1347,24
6382,260,3
6383,2,89107
6384,70,1
6385,10168,1222
6386,2800,11
6387,1148,96
6388,1879,1
6389,1,1
6390,4985,3
6391,3606,1
6392,2446,135
6393,5621,1
6394,153,287
6395,202,288
6396,211,484
6397,31631,4
6398,164,12
6399,19,1
6400,122,288
6401,7882,1
6402,985,1
6403,1,1
6404,127,1
6405,122,5761
6406,1327,1440
6407,13240,197
6408,16483,1
6409,10018,288
6410,1,1440
6411,168,288
6412,1071,198
6413,1032,1
6414,636,1
6415,9,40631
6416,105022,48
6417,130,360
6418,1222,288
6419,1,288
6420,73,288
6421,1017,157
6422,1600,1
6423,300239,1
6424,3299,43
6425,1165,23876
6426,390,10
6427,3335,24
6428,2690,12
6429,28,1
6430,26,2875
6431,19,49
6432,2,288
6433,16027,1
6434,1905,1
6435,13386,96
6436,656,1
6437,856,8
6438,2983,96
6439,118,288
6440,9,16
6441,1250,1
6442,242,674
6443,1062,1
6444,123,2880
6445,2767,5
6446,1156,18
6447,1381,1
6448,1062,17
6449,106,1
6450,10,3
6451,15,13942
6452,1002,287
6453,4713,1
6454,10867,2
6455,1,1440
6456,46,8873
6457,1,3600
6458,786,4
6459,11858,1
6460,11021,6
6461,10622,3
6462,31,1
6463,16128,1440
6464,1298,1
6465,129,288
6466,1244,1
6467,541,20
6468,1518,120
6469,2046,1
6470,29,19
6471,1329,1
6472,300319,181
6473,398,1
6474,408,40
6475,1435,1
6476,1,11534
6477,15,22
6478,90401,1
6479,713,2885
6480,10605,48
6481,47,26344
6482,115,288
6483,32,1
6484,27,1091
6485,25,146
6486,17,288
6487,15965,286
6488,108184,1
6489,463,372
6490,22382,1
6491,131,144
6492,1034,1
6493,3009,1
6494,1203,1
6495,1497,1
6496,103244,288
6497,151,1186
6498,1220,1
6499,316,1
6500,159,287
6501,10252,1
6502,129,3
6503,19,3
6504,1066,6
6505,221394,2
6506,325,6
6507,171,288
6508,1322,1
6509,137,3663
6510,112,4
6511,1214,48
6512,4,1440
6513,1368,1
6514,1736,5
6515,16441,1
6516,967,1505
6517,296,720
6518,10,288
6519,225,7
6520,316,288
6521,15,1
6522,143,286
6523,14533,96
6524,112,33
6525,1,2890
6526,7560,1
6527,5708,6
6528,19,1
6529,2968,13
6530,117,144
6531,6,6448
6532,217,144989
6533,361,288
6534,319,289
6535,208,288
6536,4086,1
6537,100,1440
6538,4,288
6539,286,720
6540,140,1
6541,1,288
6542,116,96
6543,795,288
6544,114,209
6545,3293,3
6546,656,2
6547,890,1440
6548,16530,8
6549,13016,45
6550,1,1
6551,15795,1
6552,18,1
6553,1132,360
6554,14,3
6555,10807,30
6556,28,287
6557,1,1
6558,121,287
6559,204,784732
6560,3,1440
6561,196,288
6562,36,288
6563,4402,6
6564,1243,1
6565,1,2874
6566,829,288
6567,656,1062
6568,3880,360
6569,877,1066
6570,117,353695
6571,41,4
6572,50392,96
6573,38939,1
6574,141,1
6575,139,176
6576,111,86253
6577,10947,1
6578,820,1
6579,46,288
6580,1662,1440
6581,1459,298
6582,3316,288
6583,1107,240
6584,61,480
6585,28,19174
6586,1,1
6587,2408,1
6588,2000,1
6589,1161,16
6590,4038,1
6591,99,288
6592,105,1
6593,11,12
6594,198,5199
6595,10,55
6596,1,1
6597,17,1
6598,1077,288
6599,58,25
6600,376,1
6601,14,2
6602,10091,1
6603,14262,2
6604,158,288
6605,1054,2
6606,11941,288
6607,692,3
6608,4762,1
6609,10017,2870
6610,836,181457
6611,11,288
6612,1385,1
6613,5109,21355
6614,27023,1
6615,154,288
6616,1103,1
6617,128,144
6618,14,1440
6619,18830,24
6620,10375,1
6621,139,519
6622,104,2
6623,680,2755
6624,192,292
6625,21967,1
6626,109,1
6627,20580,1
6628,1462,1
6629,8784,1
6630,19,4
6631,744,4
6632,2344,26
6633,463,4
6634,2692,1
6635,10806,2
6636,199,6
6637,1434,1
6638,4651,1
6639,11242,214
6640,350,9
6641,1069,1
6642,1251,144
6643,1,1
6644,5171,288
6645,15,1
6646,1010,1
6647,1666,4
6648,600493,56
6649,3174,2
6650,11,1474
6651,7213,1
6652,3641,1
6653,2696,12
6654,1138,498
6655,152,6582
6656,1002,4
6657,53092,2
6658,112124,96
6659,131,8678
6660,1,1440
6661,55460,2
6662,14,3
6663,15,1
6664,1175,14
6665,12721,1
6666,1193,2
6667,350777,1
6668,1,1
6669,1097,1
6670,6922,2
6671,17,261
6672,131,328
6673,2,409
6674,1186,18
6675,1718,1
6676,1,288
6677,1111,2
6678,559,2
6679,1,1440
6680,1383,1
6681,10485,2849
6682,11,245
6683,33184,1
6684,3589,1
6685,5218,6
6686,1179,17280
6687,1907,39
6688,1127,1
6689,13302,1
6690,14646,1
6691,1,734084
6692,231,576
6693,15,1
6694,37268,1
6695,9,288
6696,4157,1440
6697,1,1445
6698,925,1
6699,4123,14
6700,24438,2216
6701,2046,1
6702,3042,29
6703,535,3
6704,1042,1
6705,1221,18
6706,1857,1
6707,2353,61
6708,1116,3
6709,16,2307
6710,127,1
6711,11176,13
6712,110,53
6713,171898,1
6714,121,130
6715,25635,10
6716,10525,181
6717,236,2
6718,1244,1
6719,258,3435
6720,1,288
6721,8766,96
6722,10,3
6723,114,84
6724,7506,1
6725,254,11
6726,30,110710
6727,2486,288
6728,31,25
6729,12183,1
6730,2036,156
6731,1594,1
6732,10,1
6733,140486,12
6734,10,4
6735,18126,96
6736,10,68684
6737,2,288
6738,121,4
6739,1,1441
6740,1,14788
6741,1,1
6742,1274,11
6743,1689,37
6744,300054,1
6745,109,1
6746,1161,104
6747,10189,288
6748,107,480
6749,3859,1
6750,3118,2
6751,14906,2
6752,10,1
6753,11175,307
6754,10,1
6755,17185,1
6756,1228,288
6757,2,290
6758,28,3191
6759,140,7419
6760,110,1
6761,373,17
6762,11703,1
6763,30192,1
6764,1,288
6765,19,1
6766,184904,1
6767,170,60
6768,1265,1
6769,1367,7
6770,35,20
6771,1648,720
6772,1,1
6773,1,899
6774,109,77
6775,187,1
6776,1143,48
6777,180,1
6778,11576,48
6779,2240,1
6780,1264,3
6781,245,358
6782,41,1439
6783,11076,288
6784,2357,4
6785,10255,12
6786,834,288
6787,141,40
6788,62,2
6789,1378,288
6790,3834,3
6791,141,18
6792,2781,85
6793,36187,29
6794,11277,18817
6795,17633,1
6796,3678,2
6797,146,95794
6798,719,1
6799,1488,288
6800,1002,1
6801,47,1
6802,1656,2
6803,15,1440
6804,1599,24
6805,788,6
6806,10,867
6807,1679,271
6808,103,10
6809,42,288
6810,1,288
6811,115,1440
6812,180,1
6813,3955,288
6814,7592,7315
6815,1002,3
6816,141,470
6817,15,1
6818,1855,3
6819,3251,12
6820,137,212
6821,27674,6
6822,12,305
6823,156,1
6824,2513,24
6825,231,1692
6826,6432,288
6827,1021,1
6828,427,2
6829,20854,288
6830,128,1
6831,407,96
6832,1064,48
6833,10172,49
6834,10,5
6835,38,1
6836,10,1
6837,1306,96
6838,13225,1
6839,6,461
6840,19,1
6841,421,1
6842,35,1
6843,1499,1
6844,30814,105912
6845,2243,2
6846,642,144
6847,101,2
6848,1712,9
6849,126,1
6850,63,17280
6851,20420,1
6852,1063,17
6853,57903,24
6854,300047,1
6855,8,286
6856,109190,1
6857,541,288
6858,18,720
6859,1257,3
6860,117,1872
6861,671,24
6862,16646,1
6863,146,15
6864,149,135
6865,5559,233
6866,4043,3
6867,55,137
6868,1622,48
6869,272,492
6870,119,383
6871,7564,8
6872,1,1
6873,1088,6
6874,644,288
6875,1,288
6876,109,720
6877,1,288
6878,211,43
6879,179,2
6880,2005,1
6881,24695,1
6882,17,1
6883,298,2395
6884,12190,1
6885,19,75907
6886,1540,1
6887,160,96
6888,1,1
6889,114654,48
6890,240,11
6891,1038,13378
6892,1,1
6893,11,1
6894,41990,1
6895,1420,1
6896,25,34314
6897,108,1
6898,1204,65
6899,1045,96
6900,2029,96
6901,32303,1
6902,4780,1446
6903,1273,1
6904,106,20146
6905,119413,48
6906,1,1
6907,3,288
6908,15,1
6909,1485,867
6910,20110,1
6911,22752,763
6912,6344,1
6913,2614,2
6914,5698,1
6915,116,6
6916,1261,288
6917,22,15
6918,1,1
6919,2975,288
6920,10,1
6921,1002,1156
6922,277,138
6923,1,1
6924,206,1537
6925,1738,6
6926,10002,1
6927,10270,289
6928,1289,1
6929,45358,54
6930,1101,29
6931,1110,3
6932,1331,6
6933,4095,2
6934,4076,136
6935,1,1
6936,102319,3
6937,1318,146
6938,2013,367
6939,34,96
6940,292,288
6941,10052,96
6942,44,95
6943,845,2
6944,9308,1
6945,1623,6
6946,2034,30
6947,114,2
6948,1132,2
6949,1027,93
6950,3351,288
6951,60642,1
6952,2307,288
6953,369,96
6954,335,86
6955,1,96
6956,1205,3
6957,146,148
6958,2703,6
6959,11583,12
6960,13,24
6961,2,288
6962,1,144
6963,1244,288
6964,2807,2
6965,2738,17
6966,102,288
6967,126622,4
6968,3375,288
6969,243,288
6970,826,6
6971,1053,1533
6972,476,9
6973,1,360
6974,1022,1
6975,1161,1440
6976,1998,40
6977,130,360
6978,1071,480
6979,482,1440
6980,9450,1
6981,845,1
6982,10002,44
6983,109,144
6984,1927,1
6985,143,71
6986,50,169
6987,1043,72
6988,6051,1
6989,259,1
6990,46,1
6991,110,1
6992,1005,1
6993,352,2
6994,133,288
6995,49,1
6996,729,1
6997,565,1
6998,10,22
6999,10245,24
7000,1505,50
7001,152144,1
7002,31,1
7003,552,288
7004,1094,1
7005,1641,9
7006,1856,1
7007,789,2
7008,1829,84
7009,689,7
7010,30536,24
7011,1901,5
7012,10853,312
7013,229,24
7014,15,3
7015,47,5760
7016,11566,1
7017,231,363
7018,1102,1
7019,47,720
7020,18953,1
7021,14985,1440
7022,172,34
7023,57,1029535
7024,9,4038
7025,128,1
7026,2532,1
7027,20,1
7028,2738,24
7029,527,1
7030,174,288
7031,201,288
7032,31781,1
7033,1461,14
7034,1264,1
7035,1002,60
7036,1,288
7037,10013,720
7038,166806,28
7039,31,1
7040,1011,2
7041,262,288
7042,6601,1440
7043,5746,191
7044,910,890
7045,12178,1
7046,54,1697
7047,3784,27
7048,1183,8
7049,2390,12
7050,104,10504
7051,171,1
7052,2264,1440
7053,16921,241
7054,1601,13059
7055,1047,1
7056,3923,2
7057,1209,501
7058,1395,288
7059,11617,6
7060,121,11352
7061,354,2296
7062,161,369
7063,13,50358
7064,19,480
7065,70767,1
7066,146,2
7067,1277,10
7068,152,21664
7069,15,1
7070,1251,2
7071,6596,3
7072,1168,717
7073,3415,4
7074,12606,215
7075,258,288
7076,12336,287
7077,1,144
7078,1,1440
7079,1476,1
7080,10,216
7081,255,50
7082,1008,22
7083,282,1
7084,130,288
7085,242,6541
7086,1,288
7087,153,288
7088,444,2
7089,10,9
7090,1599,48
7091,18633,82
7092,14,288
7093,334,235
7094,487,288
7095,1082,11
7096,10,1
7097,15,25908
7098,116,288
7099,15,41
7100,2021,4
7101,10668,72
7102,2991,56
7103,1238,144
7104,883,8
7105,369,913
7106,1240,2
7107,115,1
7108,14240,288
7109,50,1440
7110,15,6
7111,25,16
7112,2576,288
7113,130,1440
7114,1,1440
7115,843,1
7116,644,1
7117,330,1439
7118,2393,30
7119,453,562540
7120,28092,12
7121,13,183
7122,348,288
7123,31,1
7124,14168,1
7125,1508,96
7126,100101,1
7127,2155,1
7128,35374,1
7129,1307,581
7130,1198,1
7131,13034,1
7132,47,1
7133,1,1440
7134,26,2
7135,388,2
7136,25,17
7137,1098,96
7138,177,287
7139,16,72
7140,2783,11
7141,488,288
7142,29,1
7143,1313,2
7144,183,6
7145,1012,25
7146,1272,1
7147,1212,181
7148,1087,675
7149,1,1440
7150,59,1398
7151,596,1
7152,189,1
7153,477,28
7154,1114,1
7155,4274,58
7156,224,37
7157,16402,288
7158,2104,3
7159,26403,1
7160,22131,4
7161,153,144
7162,21,1009
7163,1278,13
7164,13,1
7165,139,48
7166,15,1
7167,10178,1
7168,1609,1
7169,707,2
7170,1046,120656
7171,1461,665
7172,23,7
7173,3961,1
7174,24236,1
7175,2430,4
7176,15230,124
7177,129,288
7178,166,1
7179,1006,1
7180,1867,60
7181,10597,222
7182,1380,60
7183,8088,480
7184,41,1
7185,2140,1
7186,113,12
7187,1,1
7188,12732,24
7189,125,1
7190,37,1
7191,17,1
7192,2613,2
7193,30115,552
7194,104,369
7195,101,1440
7196,9,1440
7197,12368,1
7198,101,6
7199,2565,720
7200,207,90
7201,1041,2
7202,1290,24
7203,1082,2
7204,1296,4
7205,19,1
7206,1789,58
7207,20,3
7208,1011,6
7209,1082,27201
7210,816,316
7211,936,1
7212,1090,1
7213,1,1440
7214,1430,49
7215,1026,80
7216,950,72
7217,125,24
7218,1091,96
7219,1,1195
7220,1163,99
7221,242214,1
7222,25,3
7223,23,2
7224,872,1
7225,110,1180
7226,1,2
7227,1,11498
7228,21800,6034
7229,1194,1
7230,1546,9
7231,1057,38
7232,877,1
7233,1084,24
7234,1334,2
7235,581,9
7236,1795,436
7237,1,1440
7238,173,350
7239,16,1434
7240,1,1440
7241,2998,1
7242,5177,2
7243,101457,2
7244,1,1440
7245,1880,4362
7246,1111,54
7247,174527,2
7248,49,242
7249,1136,9
7250,2306,93
7251,3355,1
7252,1052,720
7253,2213,720
7254,10707,13
7255,63943,7
7256,340,269
7257,7,690285
7258,46899,2592
7259,1163,11
7260,30032,719
7261,1,288
7262,20283,1
7263,1095,14
7264,481425,95
7265,11141,1
7266,824,288
7267,302,59
7268,811,6
7269,1102,2
7270,1,7
7271,12908,31
7272,2324,1
7273,108,7324
7274,127,36
7275,146,1
7276,1,1
7277,288,117
7278,5724,1
7279,132,53
7280,15698,5495
7281,145,1681
7282,15,343
7283,1088,94
7284,122,280
7285,13925,4
7286,16683,4
7287,371,288
7288,1828,1445
7289,15375,1
7290,3015,24
7291,21366,686
7292,2,360
7293,197143,96
7294,245,460
7295,95,288
7296,65,288
7297,10318,178
7298,1,1
7299,11630,5
7300,31,1
7301,1322,3
7302,1,288
7303,117916,1
7304,1,1
7305,212,287
7306,1,1
7307,132,288
7308,128,5
7309,109,2
7310,71,289
7311,193,288
7312,562,181951
7313,516,331
7314,1,360
7315,10573,12
7316,268,288
7317,1385,1
7318,1612,4
7319,1291,7
7320,10,288
7321,10053,43
7322,4524,1
7323,1238,6
7324,1554,96
7325,10973,1
7326,1085,6
7327,26111,4
7328,527,2
7329,775,1440
7330,300061,29
7331,321,288
7332,277,7
7333,335,1
7334,23,3894
7335,15770,48
7336,349,2
7337,114,110992
7338,101131,48
7339,1,2
7340,293,288
7341,1,1
7342,79767,883
7343,144,18922
7344,3566,24
7345,13723,182
7346,243,3
7347,1411,1451
7348,63325,479
7349,10299,162
7350,100,288
7351,3271,24
7352,394,180
7353,467,96
7354,523,3610
7355,1690,1
7356,193,8007
7357,21,8
7358,2465,26
7359,114,1440
7360,1203,288
7361,1585,1
7362,175,516
7363,237,24
7364,111,84401
7365,1463,1
7366,15756,1
7367,150,660
7368,10451,8
7369,15,1
7370,440,15
7371,15,1162270
7372,1,480
7373,2347,6
7374,1261,1
7375,756,18
7376,12322,2368
7377,470,1
7378,11435,1439
7379,30,30
7380,1138,1
7381,265,14
7382,508,288
7383,1210,48
7384,1559,288
7385,151,480
7386,129,288
7387,963,9
7388,32,39
7389,497,1
7390,2341,1
7391,1625,7
7392,6715,1818
7393,4308,1
7394,15,1
7395,153480,24
7396,10035,48
7397,11623,4
7398,103823,1
7399,157,697
7400,12550,1
7401,1543,1
7402,319,1
7403,1440,44
7404,1,720
7405,630,1
7406,1725,1440
7407,100,2
7408,39,288
7409,194,50
7410,262,6
7411,981,50
7412,26,1
7413,10109,1
7414,6801,1
7415,4929,1
7416,464,96
7417,510,1
