FunctionID_f,AvgServiceTimeMillisec,Invocations30Days
1938,336,288
1939,29,360
1940,2857,133
1941,163,2
1942,2831,1
1943,1452,11
1944,1828,2
1945,126812,1
1946,27,2057
1947,1053,1
1948,6285,289
1949,15,1
1950,4999,4
1951,10004,228
1952,14,2
1953,1477,1
1954,10290,1
1955,880,1440
1956,100,91
1957,3449,1
1958,1018,21
1959,141,8
1960,2441,1
1961,270,411
1962,176,1
1963,1752,24
1964,3246,91
1965,1337,18
1966,15,1
1967,323,7
1968,1201,2
1969,1976,3
1970,125,8611
1971,113,2713
1972,1261,5
1973,10103,28
1974,109,1
1975,9610,745
1976,1312,1
1977,1,1
1978,16272,6656
1979,13,232
1980,1064,3
1981,433,2463
1982,396,35745
1983,50,502
1984,42,479
1985,763,2880
1986,5250,2
1987,1066,1
1988,10489,10
1989,129142,2
1990,1,8624
1991,1,17252
1992,1320,1
1993,10195,2241
1994,154839,1
1995,160,288
1996,1403,288
1997,101,67092
1998,1507,288
1999,1555,22
2000,1151,1
2001,600187,96
2002,13776,97
2003,51385,47
2004,1717,22
2005,4269,3786764
2006,53,84
2007,107,3
2008,1137,1
2009,1086,2
2010,1234,1
2011,2632,144
2012,2527,993
2013,16669,1
2014,282,4
2015,1663,42
2016,30700,390
2017,100,22
2018,1642,1
2019,561,37
2020,14537,24
2021,1,288
2022,1,1992
2023,1,1440
2024,2432,20
2025,85003,8
2026,379,5
2027,151,288
2028,4881,160
2029,191,288
2030,1068,641
2031,4389,1
2032,160,719
2033,218179,2
2034,19,1
2035,5739,2
2036,1303,20
2037,29,1
2038,327,8
2039,101,2
2040,1,1440
2041,1,130542
2042,1787,1439
2043,114,288
2044,31,1
2045,1370,288
2046,12639,1
2047,6843,1
2048,813,1
2049,11986,32
2050,14,1584
2051,1324,2
2052,1,24
2053,1365,1
2054,3486,1
2055,166,288
2056,103133,12
2057,54,26943
2058,3439,1
2059,380,120
2060,1,1
2061,16641,2
2062,1264,1
2063,1221,10022
2064,47,2305
2065,1273,48
2066,100,165
2067,102242,7
2068,21441,120
2069,30,1
2070,8711,720
2071,101,289
2072,21,219
2073,771,288
2074,1864,2
2075,6,6
2076,11726,21
2077,10293,6
2078,1468,1
2079,15819,4
2080,243,24
2081,808,10
2082,1315,16
2083,11795,24
2084,4337,1
2085,11,1
2086,1050,6420
2087,242,1440
2088,1074,1
2089,3822,3
2090,1627,96
2091,5618,1
2092,1,1
2093,1,288
2094,1773,1
2095,103,1651
2096,4,65
2097,335,1
2098,1714,3
2099,406,1
2100,1038,3
2101,1157,288
2102,1174,498
2103,2963,4268
2104,286,1679
2105,8225,1
2106,593,1
2107,12301,4
2108,3,288
2109,4058,25
2110,1160,688
2111,150,288
2112,13937,9
2113,306,64
2114,10355,2
2115,1357,1
2116,1677,288
2117,395,2734
2118,453,1
2119,1,288
2120,300068,95
2121,100800,29
2122,157,6
2123,1514,145
2124,4461,96
2125,1951,4
2126,1277,1
2127,1082,28
2128,139,288
2129,1107,1
2130,534,96
2131,20653,1
2132,196,291
2133,279,54
2134,195,701
2135,5357,1
2136,1,288
2137,895,96
2138,15,1
2139,30,2
2140,6706,30
2141,1080,1
2142,11,20976
2143,890,24
2144,2014,1
2145,63,288
2146,76,288
2147,13647,1
2148,1,288
2149,8803,1
2150,162,4
2151,158,1677
2152,146,1
2153,1114,1
2154,451,35
2155,127,1
2156,7734,6
2157,2483,1
2158,63,360
2159,389,2875
2160,10119,441
2161,7734,1
2162,14521,3
2163,1006,287
2164,19778,4
2165,1,2304
2166,118,720
2167,88001,1
2168,187,2
2169,1111,6
2170,187,72
2171,27474,1
2172,4,5759
2173,1,1
2174,7635,120
2175,458,17278
2176,1683,6
2177,348,58
2178,48945,2
2179,300339,85
2180,16647,1
2181,320,2
2182,191,288
2183,46,1
2184,30,2
2185,135,2303
2186,19,1
2187,1016,95
2188,13582,4
2189,1187,165
2190,213,1140
2191,104,543
2192,2887,77
2193,13,263
2194,4627,2
2195,17,1
2196,13831,1
2197,309,288
2198,1208,24
2199,746,288
2200,122,1440
2201,35,33
2202,144553,1
2203,293,7
2204,403,288
2205,244,288
2206,18,40
2207,2534,1435
2208,191,2
2209,610,288
2210,24833,1
2211,5999,1
2212,179,170
2213,168927,1
2214,81,1533
2215,1392,49
2216,2033,1
2217,300080,1
2218,10473,1
2219,2373,1
2220,6235,1
2221,190,1
2222,35851,96
2223,1104,165
2224,7586,144
2225,1469,144
2226,909,2135
2227,1016,11
2228,103,11
2229,12170,3
2230,1321,1
2231,866,6
2232,211,363
2233,103884,1
2234,1469,3
2235,533,1
2236,1782,42
2237,1673,287
2238,103637,1
2239,141,357
2240,81184,156
2241,411,96
2242,16513,18
2243,18,1
2244,132,1440
2245,1262,1
2246,1057,15
2247,14493,1
2248,2610,2773
2249,12,1
2250,111,5
2251,102,2999
2252,258,288
2253,142,2868
2254,419,39
2255,649,25
2256,3257,26367
2257,1,1
2258,192,288
2259,39734,2
2260,392,1
2261,13,38
2262,63254,1
2263,58,75
2264,12793,129
2265,55,1
2266,19392,1
2267,254,1001199
2268,10248,2
2269,445,9452
2270,15044,64
2271,10342,1
2272,113361,12
2273,1914,4
2274,1,1
2275,105,49251
2276,1,1
2277,1021,480
2278,107,154626
2279,1031,288
2280,14,1
2281,2076,1434
2282,109,2
2283,614,24
2284,1177,7
2285,108,7
2286,6576,13
2287,1933,8
2288,6703,1
2289,149,720
2290,1250,5597
2291,119,96
2292,209,288
2293,179047,17
2294,1,1
2295,1441,360
2296,1274,41681
2297,181,2
2298,121,1
2299,12259,24
2300,9411,1
2301,19,17
2302,543,233
2303,11725,2
2304,1409,45834
2305,4802,3
2306,14576,24
2307,15,1
2308,256,72
2309,108312,24
2310,1796,1
2311,68,1472
2312,127,144
2313,1,288
2314,1,10372
2315,2585,1
2316,1157,4
2317,6922,2
2318,240,17
2319,6,64275
2320,10716,1
2321,1026,1
2322,1010,165
2323,33,1
2324,38352,1
2325,2550,1
2326,460,1960
2327,164,1
2328,1052,1
2329,122,557948
2330,1547,24
2331,1168,1
2332,10774,1
2333,3900,4
2334,1400,1
2335,215,288
2336,426,3
2337,140,2
2338,105,1208
2339,160,321
2340,145,24
2341,552,288
2342,1042,1
2343,11005,1
2344,319,1
2345,15078,1
2346,4108,24
2347,1109,288
2348,340,5
2349,539,1440
2350,15,3273
2351,1556,717
2352,35,24
2353,157,19
2354,3498,24
2355,160,24
2356,12090,3
2357,109,1
2358,674,96
2359,227,140
2360,383,2
2361,195,2
2362,457,5
2363,54924,289
2364,44,6
2365,243,24
2366,1254,19
2367,586,15
2368,617,96
2369,148,6
2370,1218,1
2371,1316,1
2372,1,1409
2373,11535,1
2374,61897,1
2375,1227,1
2376,159322,1
2377,1,288
2378,969,288
2379,8922,1
2380,477,19
2381,12984,7
2382,16036,48
2383,954,288
2384,100,13
2385,1982,1
2386,1868,1
2387,6989,6
2388,162,288
2389,101,17118
2390,37015,1
2391,65,1440
2392,1,288
2393,16948,1
2394,786,96
2395,168,5677
2396,1136,720
2397,1360,13
2398,124,31889
2399,146,1836
2400,1942,1
2401,12713,2
2402,3720,1
2403,126,288
2404,104,58
2405,5609,24
2406,160,287
2407,10990,1
2408,1380,2
2409,10113,3
2410,1045,1
2411,10961,4947
2412,15,1
2413,122,1
2414,446,288
2415,12216,2
2416,2062,1
2417,1479,2
2418,1460,2945
2419,1485,26
2420,1620,1
2421,139,288
2422,2083,1440
2423,7080,1
2424,1520,19626
2425,1016,36
2426,1607,1
2427,1054,288
2428,104,2
2429,166,288
2430,146,4305
2431,108,4320
2432,5213,288
2433,194096,48
2434,174,1440
2435,4371,96
2436,10203,1
2437,19,1546
2438,704,1
2439,852,1440
2440,10238,2
2441,1412,111
2442,15,1
2443,106,29
2444,1080,96
2445,20668,84
2446,4486,2
2447,3343,2
2448,20968,1
2449,166,638
2450,1006,2
2451,4383,5742
2452,1229,13
2453,2586,144
2454,5386,480
2455,15772,6
2456,1507,1
2457,156,128
2458,1024,2
2459,169,569
2460,31176,8
2461,1168,161
2462,1018,144
2463,1,1440
2464,3465,1
2465,32004,4
2466,7422,1
2467,1,11231
2468,42,79
2469,131,5
2470,218,1
2471,119,10
2472,5206,3454
2473,107,177
2474,72459,1
2475,1114,6
2476,240,11572
2477,408,9
2478,178,288
2479,29820,1439
2480,134,1287
2481,103041,11
2482,4038,1
2483,172,288
2484,32404,288
2485,1575,96
2486,7857,96
2487,311,48
2488,2305,1507
2489,123058,2
2490,118,288
2491,17,1440
2492,15,1
2493,368,32
2494,108803,23
2495,1,1440
2496,3914,1542
2497,10642,38
2498,3,133303
2499,11529,49
2500,190706,24
2501,10033,24
2502,42884,15
2503,258,5
2504,1170,321
2505,22,129648
2506,114,38
2507,1794,1
2508,137,17185
2509,1,1
2510,1216,1
2511,170,478
2512,192,2
2513,2000,1
2514,516,1
2515,125,91398
2516,169,2
2517,201,2
2518,15,1
2519,108,1437
2520,211479,1
2521,143,17
2522,584,96
2523,93567,1
2524,1,360
2525,176,288
2526,209,1
2527,142,1
2528,1449,23
2529,31,1
2530,1389,1
2531,16125,1
2532,26,3
2533,128,1
2534,11189,14
2535,103,17114
2536,16179,24
2537,1028,20795
2538,1845,1
2539,1392,480
2540,1302,308
2541,1082,1
2542,12466,20
2543,1349,96
2544,1310,1
2545,431,1
2546,125021,24
2547,205,288
2548,2868,3
2549,15,720
2550,191,288
2551,28221,1
2552,148,1
2553,1266,12
2554,1787,20
2555,1756,52
2556,5423,1
2557,111,145
2558,25,4
2559,1091,1
2560,267,185
2561,1165,10
2562,2,288
2563,389,288
2564,1185,2
2565,12672,3
2566,10,3
2567,250,1
2568,3654,24
2569,1921,720
2570,6173,1
2571,3810,24
2572,150,1
2573,1721,1
2574,1008,25
2575,1699,2
2576,130,481
2577,1029,1
2578,1,1
2579,1,900
2580,163,24
2581,1,2
2582,1560,48
2583,1291,8
2584,100,2
2585,1408,667
2586,10990,3
2587,5300,1440
2588,1332,72
2589,1037,243
2590,59232,1
2591,1516,6816
2592,306,451
2593,213,208
2594,15,2
2595,1096,1699
2596,131,5
2597,105,42
2598,108,4
2599,236,13917
2600,10570,96
2601,13,9
2602,1324,1440
2603,193,8
2604,121,15
2605,1282,48
2606,350,1
2607,174,1
2608,14804,1
2609,1165,24
2610,3099,4
2611,102,1440
2612,1154,144
2613,1128,48
2614,1027,6
2615,2,1440
2616,1,1
2617,18668,24
2618,113,288
2619,143,10945
2620,15,1
2621,1045,6
2622,3129,10
2623,1629,101
2624,15515,2
2625,187,14
2626,103,24
2627,12014,1
2628,965,3
2629,119,1
2630,4724,1
2631,3966,288
2632,10,1
2633,216,1
2634,108,288
2635,4804,24
2636,131,8554
2637,62,734
2638,22,3
2639,15115,21
2640,1034,2
2641,20994,1
2642,23984,1
2643,15,1395
2644,1265,1
2645,103,8784
2646,28,28801
2647,16439,1439
2648,123,288
2649,12282,288
2650,2637,1
2651,636,1
2652,1338,2
2653,1065,96
2654,1561,2878
2655,100171,1
2656,177,1801
2657,9201,2
2658,1959,4
2659,10401,1
2660,14,2
2661,10513,93
2662,11,288
2663,8593,1
2664,2229,1
2665,3643,1
2666,2139,1
2667,35,288
2668,1031,1
2669,19,1
2670,70,28716
2671,1,1445
2672,6,1440
2673,42,751382
2674,11,1281
2675,84400,1
2676,141,15766
2677,560,984
2678,113,3
2679,288223,24
2680,1112,1
2681,18,1
2682,2,288
2683,16,1
2684,141,4
2685,11232,1
2686,21875,7
2687,12268,24
2688,156083,4
2689,327,1
2690,177,1437
2691,132,2
2692,10,560
2693,1,1440
2694,100,337961
2695,2025,239
2696,3718,1
2697,619,158
2698,1,288
2699,1087,42
2700,134,1440
2701,2298,24
2702,2390,288
2703,1,1
2704,18965,97
2705,1,1
2706,191,144
2707,16,1
2708,9,1
2709,2193,24
2710,111,288
2711,18,288
2712,111,288
2713,2154,288
2714,173,1439
2715,383,2
2716,1470,3
2717,1174,288
2718,24146,1
2719,1008,70
2720,214,286
2721,221,2864
2722,101,7054
2723,19,1152
2724,126487,2
2725,1,360
2726,31,1
2727,1,1
2728,187,9
2729,991,2
2730,11,288
2731,1238,288
2732,388,96
2733,112,1202
2734,35,1440
2735,399331,45
2736,51974,2
2737,1673,16
2738,1,288
2739,13,797
2740,12,67274
2741,41,589
2742,1,1
2743,284,14
2744,1015,288
2745,68,878825
2746,31,720
2747,4,934
2748,1286,1
2749,1343,1
2750,1,288
2751,10,1129
2752,11667,45
2753,15,1
2754,128728,4
2755,1672,97
2756,11,24
2757,103,6715
2758,15,1
2759,20994,1
2760,1959,1
2761,586,31
2762,10,288
2763,171,1
2764,245,288
2765,180060,1
2766,15,2
2767,433,26
2768,25264,1
2769,1900,5
2770,1102,28
2771,121,31
2772,22,2
2773,8220,1
2774,3804,14361
2775,192,288
2776,12672,24
2777,1226,96
2778,15,1
2779,65913,2
2780,192,289
2781,124,3
2782,1404,96
2783,211,288
2784,176,888
2785,172,288
2786,1133,1
2787,14309,12
2788,2892,15
2789,3469,1
2790,277,4
2791,2065,1
2792,104,720
2793,11,288
2794,1880,288
2795,334,4427
2796,1,1
2797,1,1
2798,10,14
2799,9559,288
2800,1,17294
2801,1222,2
2802,44577,288
2803,7427,1
2804,11,37815
2805,2107,1
2806,2356,1
2807,19,1
2808,2528,1
2809,156,3062
2810,2244,2
2811,2,3558
2812,301,288
2813,127494,48
2814,150,1
2815,1172,1
2816,1058,144
2817,1499,2
2818,1,1
2819,1137,284
2820,1,288
2821,1359,1
2822,204,20
2823,102,23522
2824,113,1
2825,17094,1
2826,2002,289
2827,1953,1
2828,1,4
2829,13250,1
2830,1045,433
2831,3400,1
2832,370,288
2833,349,24
2834,169591,2
2835,38507,8
2836,106837,1
2837,1498,1
2838,1758,1
2839,359,8
2840,218,457
2841,125583,1
2842,633,262
2843,29,296
2844,1198,24
2845,10313,288
2846,110,72
2847,1,1
2848,1047,1
2849,10,1735
2850,106,288
2851,7934,4
2852,1487,1457
2853,1058,116
2854,117,1440
2855,46,1
2856,25074,4
2857,1079,1
2858,291,288
2859,10,381
2860,3652,346
2861,16,5
2862,100123,1
2863,134,288
2864,629,49
2865,1087,250
2866,17403,1
2867,5945,7
2868,40,1440
2869,146,1440
2870,203,1
2871,23518,24
2872,28803,96
2873,2725,24
2874,1731,2
2875,1234,1
2876,1,11741
2877,3119,24
2878,1177,1439
2879,1039,19
2880,108,1
2881,153,1
2882,25897,8
2883,166,23
2884,283,4
2885,13,1
2886,19,1
2887,9,288
2888,12396,1
2889,10,288
2890,127496,1
2891,416,48
2892,412,1440
2893,1074,2
2894,10,63113
2895,30,193
2896,12362,24
2897,115,607
2898,127,420
2899,442,144
2900,2544,1
2901,817,48
2902,26,113301
2903,21,3
2904,499,2
2905,105,1440
2906,1348,2
2907,167,8
2908,1,288
2909,201,288
2910,624,30
2911,1,10069
2912,672,39
2913,1,11484
2914,1452,4
2915,1009,116
2916,10294,7
2917,315,1
2918,426,24
2919,140789,2
2920,48,1
2921,3448,1
2922,48,15367
2923,135,22
2924,367,1
2925,1060,74874
2926,239989,1
2927,1548,288
2928,189,48
2929,18,1440
2930,13,286
2931,396,288
2932,703,1
2933,4748,895
2934,1,1440
2935,1090,15
2936,195,360
2937,11938,187
2938,2058,5
2939,2272,1
2940,2139,288
2941,490,288
2942,1166,17
2943,145,1269
2944,1044,6
2945,4208,1
2946,1202,96
2947,1107,4
2948,21,148018
2949,13,24
2950,1,360
2951,1,1
2952,11094,96
2953,102,1
2954,12,1
2955,366,1
2956,1271,1
2957,117,4
2958,25858,1
2959,13,2
2960,16,1440
2961,18,251
2962,147,27
2963,5969,1
2964,2822,5
2965,1528,288
2966,2529,288
2967,559,1440
2968,267,55
2969,12120,1
2970,28,287
2971,1159,3
2972,10,3
2973,19203,3
2974,18346,287
2975,1381,8443
2976,31,2
2977,88655,362
2978,1247,1
2979,1,1
2980,32284,1
2981,137,2
2982,10276,24
2983,2377,9
2984,1772,2427
2985,177,289
2986,200,1440
2987,1004,1
2988,153,5
2989,74,41
2990,1,1440
2991,59648,1440
2992,5323,1
2993,31,1
2994,133,288
2995,113,360
2996,2624,50
2997,1249,24
2998,213,288
2999,31320,52
3000,173,2
3001,143,33
3002,108,1439
3003,6000,1
3004,28620,24
3005,1183,2880
3006,74,288
3007,520,1444
3008,1,288
3009,19,1
3010,1092,2
3011,1063,12
3012,4,288
3013,15,987
3014,117,130
3015,17,1
3016,15168,144
3017,1,1
3018,53,288
3019,263,5
3020,134,288
3021,446,1
3022,10928,12
3023,828,1
3024,138,3943
3025,1,1
3026,15,1440
3027,467220,1
3028,4,4608
3029,1227,2
3030,16779,48
3031,10612,1
3032,1032,5
3033,15,1
3034,17075,4
3035,278,21
3036,1807,114
3037,6513,288
3038,15,1
3039,113,225
3040,160,288
3041,459,288
3042,1868,275
3043,26469,96
3044,178984,5
3045,130,69182
3046,253,1380
3047,1020,4285
3048,1096,1
3049,174,204
3050,1,720
3051,100,10
3052,1051,1
3053,5135,1
3054,134,6
3055,319,1036
3056,105,288
3057,1362,162
3058,15,1
3059,5623,24
3060,147,1440
3061,300148,1
3062,13032,1
3063,392,1
3064,102776,41
3065,1125,7
3066,3325,288
3067,470,2105
3068,11140,616
3069,4206,11
3070,11,840
3071,701,2
3072,195960,2
3073,2586,95
3074,1,96
3075,10253,715
3076,1499,17
3077,2062,2
3078,106,287
3079,166855,3
3080,109,943
3081,10,1
3082,1,1
3083,947,354
3084,1197,24
3085,71175,1
3086,1702,4
3087,12913,2534
3088,11211,1
3089,2276,4
3090,13393,1
3091,121,180
3092,1994,24
3093,175,360
3094,91840,1
3095,144,288
3096,1018,1
3097,12967,3
3098,31,1
3099,5230,1440
3100,2227,6
3101,1182,22
3102,1141,288
3103,147,288
3104,1038,288
3105,17,1
3106,112,8607
3107,120,101
3108,10,34457
3109,4438,2
3110,117062,289
3111,1009,1
3112,1517,1
3113,1116,163
3114,431,24
3115,46,288
3116,10112,8
3117,352,2
3118,11376,288
3119,101,10
3120,184,17
3121,180,1
3122,109123,1
3123,49,7785
3124,10778,24
3125,1325,20
3126,982,288
3127,1,1
3128,20,288
3129,16,2880
3130,147,288
3131,282755,1
3132,1116,135
3133,2328,1
3134,12,287
3135,10316,1
3136,227,1
3137,241,23975
3138,1633,127469051
3139,26,2890
3140,109,50
3141,126,1
3142,125080,6
3143,1533,204
3144,4039,479
3145,731,19
3146,138174,1
3147,120,1445
3148,2130,93
3149,145,1
3150,2823,1
3151,1702,1
3152,1,1
3153,29,48
3154,128287,2
3155,1934,1
3156,377,1
3157,1115,1
3158,4014,315
3159,1231,1
3160,3696,1
3161,29708,1
3162,18541,14
3163,115942,1
3164,1,4321
3165,1,1
3166,1302,1
3167,300865,1
3168,17,1
3169,124,288
3170,109,1
3171,1,86388
3172,1079,1
3173,1662,61
3174,41283,1
3175,10937,3
3176,108,20
3177,356,4
3178,1042,1
3179,1951,144
3180,49508,282
3181,497,47
3182,1862,288
3183,212,5
3184,10653,288
3185,134,382
3186,3632,287
3187,8516,1
3188,300,4
3189,1438,1
3190,445,1
3191,1115,3
3192,10483,1
3193,1177,1
3194,1182,1
3195,15,1
3196,108,1047
3197,857,7
3198,1032,17
3199,1,1
3200,1296,2
3201,1195,5
3202,4,1440
3203,228,27968
3204,178,5760
3205,11759,288
3206,1403,288
3207,1,345
3208,2235,220
3209,10059,2
3210,314,13
3211,315881,1
3212,2916,2
3213,375,2
3214,18977,97
3215,785,1
3216,191,93
3217,77,288
3218,9028,48
3219,114,46
3220,10134,55
3221,113470,24
3222,30,1
3223,17,1
3224,52,288
3225,104,288
3226,8693,288
3227,355,8640
3228,612,60
3229,1830,288
3230,79,1440
3231,31,324802
3232,196,288
3233,1060,26
3234,401,1
3235,11395,1
3236,229,6
3237,98,2260
3238,740,288
3239,10,1440
3240,10460,96
3241,320,1
3242,17,1
3243,1,288
3244,304,48
3245,235,5975
3246,178,5760
3247,1128,4
3248,9031,145
3249,124,261
3250,159,1253
3251,581,288
3252,173,288
3253,100250,1
3254,14,15
3255,10693,317
3256,4609,1
3257,13,47366
3258,1,86071
3259,182,1130
3260,234776,4
3261,570,4
3262,2035,1
3263,168,2
3264,1349,1440
3265,669,154
3266,115,1
3267,213,187
3268,21379,1
3269,176,1
3270,10,479
3271,1146,81
3272,1015,272
3273,51279,1
3274,1,360
3275,1051,758
3276,546,1
3277,1317,144
3278,1705,33
3279,350,6
3280,1779,8
3281,190,2
3282,152,288
3283,1800409,1
3284,1226,1
3285,121,4
3286,10135,138
3287,1078,5
3288,1063,48
3289,3810,24
3290,1740,37
3291,13327,12
3292,1374,5
3293,2386,3
3294,300102,1
3295,11508,96
3296,24,48467
3297,73,26902
3298,107,2
3299,2813,1
3300,466,1
3301,12,1005
3302,102,9
3303,1,1440
3304,119,15
3305,235,285
3306,30,34651
3307,1732,144
3308,14483,2177
3309,113,18
3310,123,8
3311,6,15
3312,115228,746
3313,305,41
3314,1176,1
3315,1981,56
3316,148283,144
3317,1469,1
3318,35,3
3319,185,30
3320,127,3
3321,1253,2
3322,119753,31
3323,327,88
3324,244,2626
3325,1,1
3326,1055,1
3327,780,10
3328,1127,2
3329,118334,706
3330,110801,1
3331,405,54
3332,16283,2
3333,5130,1
3334,6,1360
3335,180,9
3336,17,2
3337,287,288
3338,1069,18
3339,2,288
3340,12,876
3341,1015,5
3342,1734,1
3343,110004,8
3344,4841,4
3345,1043,288
3346,1039,107
3347,1170,1
3348,66,1440
3349,1041,1340
3350,4911,184
3351,125,6
3352,1236,288
3353,1412,1437
3354,13613,24
3355,1006,1434
3356,94,288
3357,137,2
3358,1091,1
3359,20,36
3360,160,107
3361,242,1
3362,174577,6
3363,2827,296
3364,1266,2
3365,120929,48
3366,5112,1
3367,1324,2
3368,220442,1
3369,571,1
3370,1319,2
3371,202,2
3372,112,8603
3373,1093,2868
3374,1,1
3375,1095,154
3376,1054,2880
3377,113,1440
3378,16536,57
3379,1329,1
3380,1022,3
3381,107969,48
3382,190,418
3383,412,358
3384,5585,1440
3385,1,1440
3386,1078,288
3387,20969,1
3388,21,2
3389,126,288
3390,10571,24
3391,687,1
3392,1618,185
3393,6715,1
3394,141,3285
3395,22,13
3396,1633,288
3397,1556,578
3398,21262,1
3399,1640,288
3400,11330,48
3401,255,1440
3402,1297,38253
3403,1655,1
3404,29,95
3405,78,1
3406,273,287
3407,126,1
3408,37,2
3409,1188,11
3410,1,1
3411,298,1664
3412,22302,48
3413,2861,4
3414,114288,1
3415,65,11480
3416,18682,1
3417,418,12
3418,12,1
3419,16,1
3420,123,1
3421,13047,1
3422,41413,14
3423,353,3
3424,15800,1
3425,2017,19
3426,129,191
3427,47,1
3428,1156,17
3429,218,1
3430,105,20
3431,2540,1
3432,100,5
3433,63,24
3434,3363,1200
3435,1055,3
3436,84,33999
3437,30,3464
3438,1575,10
3439,1,17277
3440,1429,288
3441,939,3
3442,249,3
3443,356,240
3444,181,14365
3445,2,1400
3446,3923,171
3447,5356,1
3448,1,480
3449,3108,1
3450,103,28
3451,994,1
3452,433,480
3453,104,10961
3454,1,1440
3455,12205,298
3456,16,17281
3457,1821,81
3458,1064,2880
3459,17129,6
3460,1383,1
3461,123,2
3462,189,137
3463,29,1
3464,1,1
3465,1547,1
3466,1,1440
3467,300118,4
3468,3,155
3469,2230,1
3470,121,480
3471,278,120
3472,1500,150
3473,1,1
3474,460,6214
3475,1280,24
3476,2461,1
3477,13173,1
3478,17750,141
3479,484,156
3480,1,1440
3481,3590,1
3482,1124,43
3483,13,2
3484,3,362
3485,1006,22
3486,1732,1
3487,2242,4
3488,1,2
3489,15,1
3490,86219,1
3491,1010,2
3492,1,360
3493,68682,8
3494,106,1
3495,32854,1
3496,1538,15990
3497,1080,1
3498,1054,11
3499,10343,24
3500,43,43
3501,146,285
3502,2225,24
3503,1257,31
3504,11487,1
3505,1599,18
3506,60954,1
3507,10451,96
3508,1053,2690
3509,1045,1
3510,17,1
3511,362,24
3512,531,1
3513,849,48
3514,19,8640
3515,80201,862
3516,17964,16
3517,4192,5742
3518,1514,3
3519,1119,157
3520,1,1
3521,1130,82910
3522,1655,44
3523,138,360
3524,39430,1
3525,10656,1
3526,1931,1
3527,413,1959
3528,3228,514421
3529,31,1
3530,179,1
3531,483,1440
3532,349,1422
3533,499,86
3534,179,1
3535,11736,288
3536,1,720
3537,11858,26
3538,357,5865
3539,849,2
3540,1,480
3541,9762,3
3542,947,24
3543,5020,1
3544,15138,69
3545,14002,1
3546,127,170
3547,11647,1
3548,10091,1
3549,1,288
3550,1068,112
3551,212,9
3552,1796,1
3553,179,288
3554,115,74
3555,186,304
3556,1,360
3557,1392,1
3558,257,21
3559,2159,1
3560,21627,144
3561,30,288
3562,3301,25
3563,1435,1
3564,380,8
3565,27626,360
3566,3740,2
3567,1712,1
3568,677,24
3569,5049,288
3570,1183,288
3571,3385,506
3572,11116,288
3573,10444,1
3574,1395,1
3575,331,230
3576,104,980
3577,203,1
3578,2,276
3579,32329,24
3580,124742,5
3581,1028,133
3582,192,400
3583,18821,4
3584,208,24
3585,366,20
3586,168,1
3587,121,10070
3588,14,240
3589,325,8
3590,1731,1
3591,267,32
3592,12794,1722
3593,236,10
3594,13499,3099
3595,154,1440
3596,369,4
3597,4405,5
3598,56,360
3599,22,2
3600,1,1
3601,2585,57
3602,184,2
3603,359,480
3604,21252,44
3605,15029,1
3606,327,96
3607,146002,17
3608,13769,24
3609,1187,1
3610,31,2221
3611,2,1298
3612,1595,1
3613,1400,6
3614,25126,22
3615,1,1440
3616,11317,1
3617,13,96
3618,429,288
3619,348,12
3620,1556,193
3621,187,1
3622,117,3314
3623,1,1
3624,3502,24
3625,1,17280
3626,19430,24
3627,4,720
3628,103,19
3629,12763,38
3630,142,288
3631,1,1
3632,4181,1440
3633,103,145719
3634,10179,106
3635,1,1
3636,16354,2
3637,197,49
3638,1061,218
3639,14,3
3640,1798,1
3641,1,4320
3642,333,144
3643,14,860
3644,228,907
3645,28,20
3646,151608,1
3647,79,414973
3648,10976,96
3649,312,480
3650,15,1
3651,5852,130
3652,1,1440
3653,18180,289
3654,125988,48
3655,413,2
3656,11880,2
3657,1484,288
3658,7876,1
3659,3389,3
3660,68,6481
3661,13,8
3662,1,1
3663,10930,37
3664,2560,5
3665,254,10
3666,1112,1
3667,19,6411
3668,71,288
3669,5088,288
3670,1034,3
3671,1,1
3672,33007,1
3673,51,288
3674,7087,6
3675,220,1440
3676,221707,1
3677,273,2
3678,255,216
3679,242,12146838
3680,1,1440
3681,222,8
3682,46,14722
3683,101,1
3684,126,288
3685,3506,15
3686,11709,24
3687,14051,1
3688,3,288
3689,1325,4
3690,1335,1410
3691,1,1440
3692,11847,11
3693,10139,288
3694,245,6
3695,352,3
3696,974,96
3697,115,18
3698,42,2
3699,8413,1
3700,15,1
3701,276,96
3702,12588,7
3703,3481,48
3704,291,144
3705,1216,6
3706,103,1
3707,15540,48
3708,6622,1245
3709,148,96
3710,310,6835
3711,141,2
3712,6199,60
3713,23,156
3714,125089,1
3715,10113,1
3716,828,1
3717,1131,20
3718,110351,24
3719,50,288
3720,13231,12
3721,101,363
3722,361,5
3723,12740,11
3724,300091,1
3725,37802,24
3726,59,60274
3727,11584,1655
3728,115,288
3729,18428,137
3730,1104,100
3731,5119,288
3732,100,1
3733,248,96
3734,300673,8
3735,4971,288
3736,127,4
3737,1613,1
3738,1835,2
3739,13,1
3740,5874,87
3741,171,1
3742,15,1
3743,22401,3
3744,1855,99
3745,1893,120
3746,14547,288
3747,270,1
3748,114,22
3749,209,288
3750,31,96
3751,10,288
3752,49,1451
3753,1,3448
3754,1,1
3755,524,20
3756,1234,165
3757,1124,4
3758,2268,24
3759,1,1
3760,1005,1
3761,1418,10
3762,2212,22
